#Stats Exceptions: DivByZero,Inexact,Invalid,Overflow,Underflow
0,1,0,0,0
#Scrimp Double Exceptions: DivByZero,Inexact,Invalid,Overflow,Underflow
0,256,0,0,0
#Scrimp Float Exceptions: DivByZero,Inexact,Invalid,Overflow,Underflow
0,256,0,0,0
#Scrimp FlexFloat Exceptions: DivByZero,Inexact,Invalid,Overflow,Underflow
0,256,256,256,0
#Time (s): double,float,flexfloat
0.216328000,0.119512000,13.904083
#Profile Length
20035
#i,tseries,doubleMP,j,floatMP,j,errorf(%),flexfloatMP,j,errorff(%)
15,-40.100000000,8.048037380,6415,8.048052788,6415,0.000187588,8.046738470,6415,0.016139471
16,-37.240000000,7.997751679,6416,7.997771740,6416,0.000252912,8.046738470,6416,0.612507020
17,-36.639000000,7.983743287,6417,7.983763218,6417,0.000252301,7.968688725,6417,0.188565209
18,-37.310000000,8.001584136,6418,8.001600266,6418,0.000199574,8.015609771,6418,0.175285722
19,-38.665000000,8.069606183,6419,8.069620132,6419,0.000176959,8.077747211,6419,0.100885069
20,-37.810000000,8.124489706,6420,8.124504089,6420,0.000178301,8.124038405,6420,0.005554822
21,-38.150000000,8.139222799,6421,8.139241219,6421,0.000230693,8.170067319,6421,0.378961498
22,-42.578000000,8.177108259,6422,8.177124023,6422,0.000192148,8.215838363,6422,0.473640583
23,-40.068000000,8.177189669,6423,8.177204132,6423,0.000177832,8.200609733,6423,0.286407255
24,-37.910000000,8.216079624,6424,8.216096878,6424,0.000205584,8.200609733,6424,0.188287983
25,-38.555000000,8.223733843,6425,8.223753929,6425,0.000242968,8.200609733,6425,0.281187471
26,-37.833000000,8.254896243,6426,8.254918098,6426,0.000267658,8.215838363,6426,0.473148042
27,-37.644000000,8.248660528,6427,8.248677254,6427,0.000205337,8.261355821,6427,0.153907327
28,-38.535000000,8.311934959,6427,8.311908722,6427,0.000313492,8.291561976,6427,0.245105179
29,-43.254000000,8.305033370,6429,8.305049896,6429,0.000193665,8.321658489,6429,0.200181234
30,-41.539000000,8.309480751,6429,8.309450150,6429,0.000364819,8.291561976,6429,0.215642535
31,-43.215000000,8.340251117,6430,8.340221405,6430,0.000354404,8.336666000,6431,0.042985720
32,-40.802000000,8.330978285,6432,8.330991745,6432,0.000163422,8.336666000,6432,0.068271882
33,-39.744000000,8.347371825,6432,8.347344398,6432,0.000326327,8.351646544,6432,0.051210364
34,-39.459000000,8.376683005,6433,8.376652718,6433,0.000366058,8.366600265,6434,0.120366728
35,-39.559000000,8.409202668,6434,8.409182549,6434,0.000236193,8.411301921,6435,0.024963751
36,-39.145000000,8.429248978,6436,8.429262161,6436,0.000155786,8.411301921,6436,0.212914077
37,-38.389000000,8.443593433,6436,8.443565369,6436,0.000334766,8.455767263,6436,0.144178302
38,-38.364000000,8.471798955,6437,8.471773148,6437,0.000308250,8.470537173,6437,0.014893905
39,-40.374000000,8.498461706,6438,8.498437881,6438,0.000278070,8.485281374,6439,0.155090797
40,-41.775000000,8.505874832,6439,8.505853653,6439,0.000247625,8.529361055,6439,0.276117665
41,-40.077000000,8.555942224,6440,8.555916786,6440,0.000302236,8.602325267,6440,0.542114969
42,-41.053000000,8.654973244,6441,8.654947281,6441,0.000300560,8.660254038,6441,0.061014555
43,-39.976000000,8.806700971,6442,8.806673050,6442,0.000313881,8.803408431,6442,0.037386763
44,-38.815000000,8.986637844,12715,8.986606598,12715,0.000350109,8.986100378,12715,0.005980721
45,-38.194000000,8.776914451,12716,8.776884079,12716,0.000347818,8.774964387,12716,0.022218101
46,-40.866000000,8.631705444,12717,8.631673813,12717,0.000362740,8.616843970,12717,0.172173089
47,-41.587000000,8.496084036,12717,8.496105194,12717,0.000251735,8.500000000,12718,0.046091396
48,-39.637000000,8.324747137,12719,8.324707031,12719,0.000479189,8.336666000,12719,0.143173874
49,-37.682000000,8.161871724,12719,8.161890030,12719,0.000228951,8.124038405,12719,0.463537296
50,-39.625000000,8.068905923,12720,8.068930626,12720,0.000301577,8.062257748,12720,0.082392522
51,-40.082000000,7.904072343,12721,7.904095650,12721,0.000297593,7.937253933,12721,0.419803724
52,-39.427000000,7.754809459,12722,7.754832268,12722,0.000291752,7.762087348,12723,0.093850001
53,-38.273000000,7.476241614,12724,7.476192951,12724,0.000649023,7.483314774,12724,0.094608499
54,-37.898000000,7.214316493,12725,7.214265347,12725,0.000709646,7.193747285,12725,0.285116524
55,-27.499000000,6.892044947,12726,6.891988754,12726,0.000812459,6.892024376,12726,0.000298479
56,-25.643000000,6.807692701,12727,6.807637691,12727,0.000805718,6.819090848,12727,0.167430399
57,-27.585000000,6.692087097,12728,6.692032337,12728,0.000820655,6.689544080,12728,0.038000362
58,-14.386000000,6.623427012,12729,6.623369217,12729,0.000873988,6.614378278,12729,0.136617108
59,-9.686100000,6.614682516,12730,6.614622593,12730,0.000902696,6.633249581,12730,0.280694718
60,-8.729100000,6.637051433,12731,6.636993408,12731,0.000872987,6.633249581,12731,0.057282247
61,-6.007200000,6.677381693,12732,6.677320480,12732,0.000916622,6.652067348,12732,0.379105864
62,-2.748500000,6.660978935,12733,6.660922527,12733,0.000846288,6.652067348,12733,0.133787952
63,-2.499100000,6.666701736,12733,6.666727066,12733,0.000381853,6.633249581,12733,0.501779689
64,-0.158240000,6.616790159,12734,6.616816044,12734,0.000394077,6.595452979,12734,0.322470254
65,0.598970000,6.554231940,12735,6.554261684,12735,0.000450646,6.576473219,12735,0.339342257
66,2.407200000,6.506336492,12736,6.506365776,12736,0.000448403,6.519202405,12736,0.197744354
67,2.618200000,6.509391814,12737,6.509420872,12737,0.000444640,6.519202405,12737,0.150714409
68,4.428800000,6.452660607,12738,6.452690125,12738,0.000454078,6.422616289,12738,0.465611304
69,4.624600000,6.402081740,12739,6.402113914,12739,0.000500087,6.344288770,12739,0.902721526
70,5.908400000,6.373537074,12740,6.373563766,12740,0.000418023,6.403124237,12740,0.464218896
71,6.692600000,6.337830432,12741,6.337856770,12741,0.000413172,6.383572667,12741,0.721733340
72,5.646300000,6.311255669,12742,6.311291218,12742,0.000564040,6.344288770,12742,0.523399822
73,0.788610000,6.301705566,12743,6.301743984,12743,0.000606946,6.284902545,12743,0.266642434
74,-5.768900000,6.307378413,12744,6.307414532,12744,0.000572272,6.304760106,12744,0.041511807
75,-7.827700000,6.303208892,12745,6.303247452,12745,0.000609320,6.284902545,12745,0.290429014
76,-8.300200000,6.326309698,12746,6.326345444,12746,0.000561746,6.344288770,12746,0.284195258
77,-7.421900000,6.322110783,12747,6.322154522,12747,0.000688350,6.264982043,12747,0.903633960
78,-7.898600000,6.317414409,12748,6.317446232,12748,0.000502287,6.324555320,12748,0.113035355
79,-8.666500000,6.326688255,12749,6.326728821,12749,0.000639647,6.344288770,12749,0.278194763
80,-8.045700000,6.344759626,12750,6.344798565,12750,0.000614829,6.344288770,12750,0.007421179
81,-8.035600000,6.452234416,12751,6.452278614,12751,0.000682188,6.480740698,12751,0.441804811
82,-6.077000000,6.507829056,12753,6.507772446,12753,0.000866894,6.500000000,12753,0.120302118
83,-4.794000000,6.621022556,12753,6.621069431,12753,0.000709792,6.633249581,12753,0.184669726
84,-1.651700000,6.799476736,12754,6.799516678,12754,0.000589482,6.837397166,12754,0.557696290
85,-1.409600000,7.172427605,12755,7.172460079,12755,0.000452539,7.158910532,12755,0.188458827
86,-1.476600000,7.609371397,12756,7.609406948,12756,0.000468989,7.632168761,12756,0.299595893
87,0.006602300,7.965925962,12757,7.965957642,12757,0.000398302,7.968688725,12757,0.034682255
88,-1.809000000,8.323931243,12758,8.323961258,12758,0.000359908,8.306623863,12758,0.207923146
89,-5.532100000,8.654458791,12759,8.654485703,12759,0.000306411,8.645808233,12759,0.099954928
90,-7.205100000,8.943905868,12760,8.943925858,12760,0.000220487,8.944271910,12760,0.004092639
91,-11.899000000,9.229929179,12761,9.229953766,12761,0.000266736,9.219544457,12761,0.112511388
92,-13.924000000,9.527721242,12762,9.527743340,12762,0.000231889,9.513148795,12762,0.152947868
93,-12.621000000,9.786184667,12763,9.786208153,12763,0.000238386,9.797958971,12763,0.120315570
94,-11.615000000,10.005811411,12764,10.005836487,12764,0.000248837,10.000000000,12764,0.058080361
95,-12.657000000,10.181597208,12765,10.181616783,12765,0.000189074,10.198039027,12765,0.161485654
96,-13.731000000,10.379951657,12766,10.379968643,12766,0.000161263,10.380269746,12766,0.003064458
97,-13.380000000,10.523953263,34,10.523962021,34,0.000086637,10.523782590,34,0.001621754
98,-14.199000000,10.582384970,35,10.582393646,35,0.000084341,10.559356041,35,0.217615676
99,-14.024000000,10.652492408,36,10.652497292,36,0.000050017,10.641898327,36,0.099451662
100,-15.197000000,10.721305591,37,10.721310616,37,0.000047461,10.723805295,36,0.023315292
101,-15.081000000,10.795191321,38,10.795197487,38,0.000055670,10.805091392,38,0.091708165
102,-13.851000000,10.911053446,38,10.911064148,38,0.000102169,10.897247359,39,0.126533035
103,-15.044000000,11.045064630,39,11.045075417,39,0.000094342,11.045361017,39,0.002683436
104,-16.669000000,11.164365525,12774,11.164377213,12774,0.000101474,11.180339887,40,0.143083474
105,-18.529000000,11.177734856,12775,11.177744865,12775,0.000091875,11.169153952,42,0.076767824
106,-20.237000000,11.155381311,43,11.155386925,43,0.000050332,11.157956802,43,0.023087430
107,-20.573000000,11.184740294,43,11.184751511,43,0.000099074,11.180339887,44,0.039342950
108,-25.423000000,11.255162287,45,11.255167961,45,0.000049098,11.258330249,44,0.028146752
109,-24.651000000,11.456313052,45,11.456323624,45,0.000089995,11.456439237,45,0.001101451
110,-23.564000000,11.632526256,47,11.632530212,47,0.000036317,11.640446727,46,0.068089001
111,-26.764000000,11.725268887,8218,11.725223541,8218,0.000387322,11.694015564,8218,0.266546752
112,-24.432000000,11.755330807,8219,11.755284309,8219,0.000396501,11.747340124,8218,0.067974967
113,-25.690000000,11.746315798,8220,11.746271133,8220,0.000380790,11.704699911,8220,0.354288851
114,-27.393000000,11.731843657,8221,11.731801033,8221,0.000360824,11.704699911,8220,0.231368124
115,-26.560000000,11.694588849,8222,11.694540977,8222,0.000405724,11.672617530,8222,0.187875943
116,-26.907000000,11.645910955,8223,11.645863533,8223,0.000410251,11.629703350,8222,0.139169924
117,-26.858000000,11.671608243,8223,11.671604156,8223,0.000033070,11.651180198,8223,0.175023397
118,-25.682000000,11.783639398,8224,11.783633232,8224,0.000055296,11.757976016,8224,0.217788249
119,-25.489000000,11.888481656,8225,11.888474464,8225,0.000063909,11.853269591,8225,0.296186391
120,-27.256000000,11.957509593,8226,11.957509995,8226,0.000006997,11.947803145,8226,0.081174488
121,-16.457000000,12.046058350,8227,12.046053886,8227,0.000034418,12.020815280,8227,0.209554600
122,-9.137600000,12.106782845,8229,12.106744766,8229,0.000318407,12.124355653,8230,0.145148455
123,-3.401000000,12.141753678,8230,12.141716003,8230,0.000311261,12.129509471,8230,0.100843814
124,-4.308400000,12.160358419,8231,12.160320282,8231,0.000315910,12.196310918,8231,0.295653285
125,-3.947600000,12.142297627,18302,12.142288208,18302,0.000076729,12.124355653,18302,0.147764240
126,-2.063600000,12.119695473,18303,12.119694710,18303,0.000008493,12.077872329,18303,0.345084114
127,0.158250000,12.106259497,18304,12.106256485,18304,0.000024519,12.114041440,18303,0.064280320
128,2.224100000,12.107455992,18305,12.107457161,18305,0.000008370,12.088217404,18305,0.158898684
129,4.014800000,12.139988873,18305,12.139971733,18305,0.000138526,12.160386507,18305,0.168020208
130,2.795800000,12.177050983,8236,12.177042961,8236,0.000064200,12.180927715,8236,0.031836379
131,3.554100000,12.177208589,8237,12.177198410,8237,0.000082475,12.150102880,8237,0.222593780
132,3.486100000,12.174178556,8238,12.174168587,8238,0.000084535,12.155245781,18309,0.155515828
133,2.241600000,12.138355367,18310,12.138350487,18310,0.000039769,12.134661100,8240,0.030434665
134,2.969200000,12.106676383,18311,12.106674194,18311,0.000016828,12.108881038,18311,0.018210241
135,4.517900000,12.067733821,8242,12.067689896,8242,0.000365464,12.077872329,8242,0.084013354
136,1.794100000,11.974802596,8243,11.974754333,8243,0.000401804,11.968709204,8243,0.050885117
137,-3.199200000,11.946733507,8243,11.946720123,8243,0.000112245,11.937336386,8244,0.078658497
138,-2.299500000,11.946649755,8245,11.946603775,8245,0.000384094,11.916375288,8244,0.253413868
139,-3.667200000,11.933808580,8245,11.933791161,8245,0.000144812,11.905880900,8245,0.234021520
140,-1.785500000,11.923898777,8247,11.923851013,8247,0.000400686,11.926860442,8246,0.024838059
141,-1.020000000,11.890281070,8248,11.890239716,8248,0.000345282,11.863810518,8248,0.222623437
142,-1.124800000,11.859199326,8249,11.859157562,8249,0.000352221,11.832159566,8248,0.228006621
143,0.296730000,11.835635055,8249,11.835625648,8249,0.000080629,11.853269591,8249,0.148995272
144,-0.767070000,11.809291193,8250,11.809277534,8250,0.000112241,11.800423721,8250,0.075088939
145,-0.841180000,11.791474734,8251,11.791457176,8251,0.000152566,11.768602296,8251,0.193974363
146,-0.980800000,11.796191745,8252,11.796177864,8252,0.000118182,11.800423721,8253,0.035875781
147,-1.385800000,11.814322662,8253,11.814311028,8253,0.000099607,11.779218989,8253,0.297128098
148,-0.611750000,11.854756068,8254,11.854743004,8254,0.000106311,11.863810518,8254,0.076378202
149,-0.900630000,11.892011233,8255,11.891994476,8255,0.000143551,11.926860442,8255,0.293047225
150,0.158600000,11.945391914,8256,11.945376396,8256,0.000130132,11.926860442,8256,0.155134903
151,1.447800000,11.999175666,8257,11.999164581,8257,0.000092622,11.958260743,8257,0.340981115
152,-3.158000000,12.074087975,8259,12.074046135,8259,0.000345600,12.093386622,8259,0.159835240
153,-11.368000000,12.103703286,8259,12.103689194,8259,0.000119590,12.072696468,8259,0.256176292
154,-13.707000000,12.123630482,8260,12.123623848,8260,0.000055122,12.072696468,8260,0.420121799
155,-13.768000000,12.124714274,8261,12.124704361,8261,0.000082599,12.150102880,8261,0.209395502
156,-16.106000000,12.132422241,8263,12.132381439,8263,0.000338939,12.150102880,8263,0.145730496
157,-14.826000000,12.077716742,8264,12.077669144,8264,0.000395910,12.103718437,8264,0.215286508
158,-15.845000000,12.047508420,8265,12.047467232,8265,0.000342736,12.062338082,8265,0.123093181
159,-17.110000000,12.162218152,8266,12.162175179,8266,0.000354098,12.206555616,8266,0.364550805
160,-14.143000000,12.295304514,8268,12.295279503,8268,0.000201319,12.278029158,8268,0.140503691
161,-16.355000000,12.296373619,8269,12.296344757,8269,0.000231619,12.313610356,8269,0.140177402
162,-18.038000000,12.361053661,8269,12.361008644,8269,0.000362315,12.349089035,8269,0.096792927
163,-16.624000000,12.430090400,8271,12.430066109,8271,0.000194598,12.409673646,8271,0.164252660
164,-15.123000000,12.365432912,8272,12.365407944,8272,0.000199733,12.328828006,8272,0.296026081
165,-18.148000000,12.323587529,8272,12.323545456,8272,0.000343498,12.272937709,8272,0.410998989
166,-16.842000000,12.260388186,8274,12.260360718,8274,0.000226755,12.257650672,8274,0.022328117
167,-16.611000000,12.177864895,8275,12.177845955,8275,0.000152186,12.170661445,8275,0.059151997
168,-17.136000000,12.126479625,8275,12.126437187,8275,0.000350906,12.124355653,8276,0.017515159
169,-17.242000000,12.088593817,8276,12.088548660,8276,0.000372810,12.046783803,8276,0.345863334
170,-18.544000000,12.081151793,8277,12.081109047,8277,0.000357172,12.083045974,8277,0.015678807
171,-20.420000000,12.097326129,8278,12.097286224,8278,0.000331281,12.088217404,8278,0.075295357
172,-20.788000000,12.120962184,8279,12.120922089,8279,0.000332236,12.160386507,8279,0.325257369
173,-18.998000000,12.215870423,8279,12.215859413,8279,0.000090994,12.242344547,8279,0.216719090
174,-19.830000000,12.334499244,8280,12.334485054,8280,0.000113458,12.323757544,8280,0.087086632
175,-20.972000000,12.389160379,8281,12.389146805,8281,0.000106881,12.394555256,8282,0.043545138
176,-23.014000000,12.420944323,8282,12.420933723,8282,0.000087857,12.404636230,8282,0.131295116
177,-24.451000000,12.493428769,8283,12.493414879,8283,0.000110100,12.459935794,8283,0.268084727
178,-23.688000000,12.544895066,12890,12.544884682,12890,0.000083234,12.539936204,12890,0.039528927
179,-20.981000000,12.447549444,12891,12.447538376,12891,0.000090121,12.429802895,12891,0.142570626
180,-22.406000000,12.338356817,12892,12.338345528,12892,0.000091046,12.354149101,12892,0.127993412
181,-22.724000000,12.249418446,12893,12.249407768,12893,0.000087766,12.252550755,12893,0.025571079
182,-22.732000000,12.268429661,12894,12.268418312,12894,0.000088771,12.252550755,12894,0.129429003
183,-20.676000000,12.215494589,12895,12.215481758,12895,0.000107561,12.211674742,12895,0.031270510
184,-19.422000000,12.174501885,12896,12.174488068,12896,0.000109970,12.180927715,12896,0.052781048
185,-14.520000000,12.117049182,12897,12.117041588,12897,0.000064028,12.129509471,12897,0.102832696
186,-6.259700000,12.109771855,12898,12.109761238,12898,0.000087919,12.098553633,12898,0.092637771
187,-6.425200000,12.151232793,12899,12.151224136,12899,0.000074992,12.155245781,12899,0.033025356
188,-4.558300000,12.191894026,12900,12.191885948,12900,0.000063942,12.211674742,12900,0.162244817
189,-1.456900000,12.223684764,12901,12.223676682,12901,0.000065350,12.242344547,12901,0.152652680
190,-1.222400000,12.224498399,12902,12.224490166,12902,0.000068580,12.206555616,12902,0.146777252
191,0.209780000,12.199944864,12903,12.199935913,12903,0.000072139,12.170661445,12903,0.240029112
192,1.778800000,12.164400005,12904,12.164389610,12904,0.000083083,12.180927715,12904,0.135869509
193,3.131200000,12.143832822,12905,12.143829346,12905,0.000032430,12.175795662,12905,0.263202240
194,4.013600000,12.198189519,6572,12.198226929,6572,0.000305831,12.186057607,6572,0.099456661
195,5.396100000,12.073443454,6573,12.073477745,6573,0.000282308,12.062338082,6573,0.091981811
196,4.558200000,11.935209566,6574,11.935239792,6574,0.000254051,11.916375288,6574,0.157804336
197,4.579200000,11.877900563,6575,11.877935410,6575,0.000296237,11.884864324,6575,0.058627881
198,4.447600000,11.883130516,6576,11.883167267,6576,0.000306248,11.874342087,6576,0.073957187
199,3.375000000,11.922692859,6577,11.922725677,6577,0.000278825,11.916375288,6577,0.052987784
200,-1.854900000,11.944590947,6578,11.944623947,6578,0.000276455,11.958260743,6578,0.114443400
201,-4.763500000,11.969933195,6579,11.969964981,6579,0.000264908,11.968709204,6579,0.010225551
202,-6.382300000,11.997535164,6580,11.997563362,6580,0.000235619,12.000000000,6580,0.020544519
203,-7.476300000,12.094880520,6581,12.094915390,6581,0.000286172,12.114041440,6581,0.158421738
204,-7.038600000,12.277996646,6582,12.278027534,6582,0.000254675,12.257650672,6582,0.165710861
205,-5.517700000,12.543021246,6583,12.543050766,6583,0.000236141,12.544919290,6583,0.015132276
206,-5.796000000,12.998036173,6584,12.998062134,6584,0.000198620,13.014415085,6584,0.126010667
207,-5.212400000,13.175950592,1034,13.175931931,1034,0.000142610,13.171939872,1034,0.030439696
208,-2.870900000,13.121192091,17931,13.121152878,17931,0.000301905,13.133925537,1035,0.097044884
209,-3.432100000,12.850969826,17931,12.850956917,17931,0.000100137,12.816005618,17931,0.272074472
210,-1.681300000,12.643555738,17932,12.643544197,17932,0.000092124,13.105342422,1394,3.652348232
211,-0.293330000,12.504400278,17933,12.504386902,17933,0.000105804,13.033610398,1395,4.232191135
212,-0.025829000,12.414166040,17935,12.414127350,17935,0.000314232,13.000000000,8740,4.719076243
213,0.157720000,12.327467236,17936,12.327432632,17936,0.000281978,12.859821150,8741,4.318437060
214,-0.363700000,12.260120546,17937,12.260082245,17937,0.000312591,12.713182135,19889,3.695408927
215,-0.521990000,12.174649996,17938,12.174617767,17938,0.000261022,12.698425099,8743,4.302177916
216,-3.996300000,12.114610339,17939,12.114578247,17939,0.000266819,12.698425099,8744,4.819096475
217,-9.290500000,12.074597774,17940,12.074562073,17940,0.000292259,12.594641718,8745,4.306925609
218,-15.197000000,12.076425426,17941,12.076392174,17941,0.000275103,12.594641718,8746,4.291139747
219,-15.025000000,12.073248239,17942,12.073213577,17942,0.000288606,12.688577540,8747,5.096634218
220,-13.378000000,12.082449313,17943,12.082411766,17943,0.000313895,12.663925142,8748,4.812565846
221,-13.470000000,12.086828168,17944,12.086791992,17944,0.000297594,12.995191418,8748,7.515315328
222,-12.329000000,12.110972543,17945,12.110931396,17945,0.000336997,13.052777482,3084,7.776460029
223,-11.900000000,12.144238053,17946,12.144203186,17946,0.000286034,13.157697367,13723,8.345186493
224,-11.730000000,12.177702114,17947,12.177666664,17947,0.000291995,13.071916462,3086,7.343046660
225,-12.404000000,12.213675208,17948,12.213635445,17948,0.000323360,13.091027462,12857,7.183359957
226,-10.384000000,12.157584368,17949,12.157548904,17949,0.000290214,13.076696831,12858,7.559992468
227,-10.105000000,12.107281604,17950,12.107249260,17950,0.000263612,13.105342422,12858,8.243475711
228,-8.441000000,12.121430946,17951,12.121397018,17951,0.000278963,13.100572507,3090,8.077772044
229,-8.394600000,12.217547775,17952,12.217517853,17952,0.000243742,13.033610398,3091,6.679430586
230,-7.733600000,12.317135331,17953,12.317107201,17953,0.000231413,12.971121771,3092,5.309566083
231,-7.963000000,12.441863892,17954,12.441837311,17954,0.000213401,12.888948755,19897,3.593391368
232,-9.179100000,12.555286451,19907,12.555307388,19907,0.000166305,12.772039774,19897,1.726390902
233,-8.873900000,12.411615282,19908,12.411641121,19908,0.000210806,12.757350822,19897,2.785580545
234,-8.281900000,12.269724970,19909,12.269755363,19909,0.000245575,13.275918047,3096,8.200616389
235,-8.121400000,12.205399711,19910,12.205427170,19910,0.000226814,13.266499161,3096,8.693688658
236,-7.835200000,12.250862069,19911,12.250886917,19911,0.000202252,13.351029923,3097,8.980330104
237,-7.907800000,12.370129309,19912,12.370153427,19912,0.000198361,13.336978668,3097,7.816000428
238,-6.726300000,12.463581267,19913,12.463605881,19913,0.000194147,13.402425154,3099,7.532697597
239,-4.832300000,12.600677358,19914,12.600708008,19914,0.000240008,13.383758814,3099,6.214598107
240,-4.639000000,12.752522121,19915,12.752548218,19915,0.000204986,13.504628836,3100,5.897709547
241,-5.367700000,12.889533679,19916,12.889563560,19916,0.000233362,13.546217184,15766,5.094703357
242,-5.002300000,12.870033183,19917,12.870058060,19917,0.000194121,13.435028843,120,4.390009343
243,-2.621300000,13.062490417,19918,13.062515259,19918,0.000189620,13.200378782,121,1.055605489
244,-3.205100000,12.934730854,121,12.934732437,121,0.000010303,12.913171570,121,0.166677487
245,-2.762600000,12.853882353,122,12.853882790,122,0.000004160,12.864680330,122,0.084005569
246,-2.380900000,12.784758022,122,12.784770012,122,0.000094901,12.781823031,122,0.022956949
247,-4.250700000,12.766101064,123,12.766113281,123,0.000095630,12.747548784,123,0.145324556
248,-9.166700000,12.809754444,124,12.809767723,124,0.000103607,12.830627420,124,0.162945954
249,-8.629100000,12.854742519,125,12.854754448,125,0.000090766,12.835497653,125,0.149710241
250,-10.220000000,12.896647104,126,12.896657944,126,0.000081080,12.898643340,126,0.015478714
251,-6.040900000,12.932468625,127,12.932476997,127,0.000065072,12.913171570,127,0.149214009
252,-4.914200000,12.986558326,128,12.986565590,128,0.000053883,12.966302480,128,0.155975477
253,-1.199200000,13.042683336,129,13.042691231,129,0.000057986,13.028814221,129,0.106336365
254,-1.378200000,13.120251361,760,13.120249748,760,0.000010191,13.119641763,130,0.004646235
255,-1.231000000,13.072916485,761,13.072917938,761,0.000011310,13.200378782,131,0.975010416
256,1.277100000,13.048697549,762,13.048695564,762,0.000013093,13.332291626,132,2.173351601
257,2.261000000,12.956975497,763,12.956979752,763,0.000034922,13.275918047,2087,2.461550923
258,4.666300000,12.828453718,764,12.828462601,764,0.000066216,13.233480268,2088,3.157251515
259,3.271300000,12.687677622,765,12.687689781,765,0.000092974,13.532368603,2088,6.657569700
260,5.627700000,12.518625381,766,12.518640518,766,0.000118988,13.679364020,12868,9.272093415
261,4.654100000,12.299435160,767,12.299451828,767,0.000137010,13.711309201,12868,11.479177887
262,6.135900000,12.120192794,768,12.120207787,768,0.000121160,13.765899898,12869,13.578225465
263,-0.347360000,11.908753010,769,11.908775330,769,0.000190718,13.847382424,12870,16.279029485
264,-6.278000000,11.790444164,770,11.790466309,770,0.000191567,13.914920050,140,18.018624713
265,-5.603800000,11.736762182,771,11.736782074,771,0.000166297,13.982131454,141,19.131079228
266,-6.581100000,11.664597159,772,11.664623260,772,0.000227529,14.040121082,142,20.365246145
267,-6.065100000,11.606485773,773,11.606509209,773,0.000203241,14.128871151,143,21.732550468
268,-6.784200000,11.542887847,774,11.542909622,774,0.000191264,14.177446879,144,22.824089311
269,-5.066700000,11.484854504,775,11.484879494,775,0.000220940,14.234640845,145,23.942718133
270,-5.244900000,11.431877050,776,11.431898117,776,0.000183860,14.282856857,146,24.938859947
271,-2.028700000,11.402798642,777,11.402830124,777,0.000276589,14.357054015,147,25.908160498
272,-3.681600000,11.327461620,778,11.327495575,778,0.000302997,14.417870855,148,27.282451615
273,-0.396860000,11.272239779,779,11.272273064,779,0.000298401,14.504309704,149,28.672828018
274,-2.261100000,11.212673010,780,11.212700844,780,0.000252294,14.555926628,150,29.816740535
275,0.400110000,11.225818291,781,11.225846291,781,0.000248573,14.637281168,151,30.389436109
276,-3.207600000,11.264550868,782,11.264583588,782,0.000288585,14.773286703,152,31.148475215
277,-3.610500000,11.353984631,783,11.354016304,783,0.000282860,14.773286703,154,30.115436852
278,-7.660300000,11.419563762,784,11.419594765,784,0.000267818,14.756354563,155,29.219949829
279,-9.925500000,11.457158648,785,11.457194328,785,0.000312029,14.709690683,156,28.388644474
280,-16.316000000,11.482718997,786,11.482757568,786,0.000338897,14.688430822,157,27.917706824
281,-20.220000000,11.490285874,787,11.490311623,787,0.000220691,14.628738838,158,27.313967636
282,-25.411000000,11.478749355,788,11.478781700,788,0.000278498,14.743642698,158,28.442936092
