#Time (s): double,float,flexfloat
0.62269413, 0.594945785, 12.743652
#Profile Length
20035
#i,tseries,doubleMP,j,floatMP,j,errorf(%),flexfloatMP,j,errorff(%)
65,0.59897,6.55423212,12735,6.55424404,12735,0.000184629135,6.5550553,12735,0.012562275
66,2.4072,6.50633669,12736,6.50634718,12736,0.000164259774,6.52519157,12736,0.289795586
67,2.6182,6.50939178,12737,6.50940275,12737,0.000168036236,6.49519053,12737,0.218166087
68,4.4288,6.45266056,12738,6.45267344,12738,0.000198811799,6.48013792,12738,0.425829251
69,4.6246,6.40208197,12739,6.4020915,12739,0.000152496281,6.40434423,12739,0.035339888
70,5.9084,6.37353706,12740,6.37354803,12740,0.000171911141,6.37377439,12740,0.0037234891
71,6.6926,6.33783054,12741,6.33784151,12741,0.000174801579,6.32764273,12741,0.160744339
72,5.6463,6.31125546,12742,6.31126881,12742,0.000208154479,6.31219059,12742,0.0148134893
73,0.78861,6.30170536,12743,6.30171537,12743,0.000155638922,6.31219059,12743,0.166383851
74,-5.7689,6.30737829,12744,6.30738783,12744,0.000149279092,6.31219059,12744,0.0762943482
75,-7.8277,6.30320883,12745,6.30322123,12745,0.000195667327,6.31219059,12745,0.142493993
76,-8.3002,6.32630968,12746,6.32632542,12746,0.000248462605,6.34305723,12746,0.264728269
77,-7.4219,6.32211065,12747,6.322124,12747,0.000209127306,6.34305723,12747,0.331320437
78,-7.8986,6.31741428,12748,6.31742525,12748,0.000171628756,6.31219059,12748,0.0826892411
79,-8.6665,6.32668829,12749,6.32670259,12749,0.000226657867,6.31219059,12749,0.229150983
80,-8.0457,6.34475946,12750,6.34477472,12750,0.000237941749,6.37377439,12750,0.457302837
81,-8.0356,6.45223427,12751,6.45225,12751,0.000241582846,6.44992733,12751,0.0357564683
82,-6.077,6.50782919,12753,6.507833,12753,6.06628386e-05,6.51020833,12753,0.0365601772
83,-4.794,6.6210227,12753,6.62103796,12753,0.000232646525,6.59959753,12753,0.323590966
84,-1.6517,6.79947662,12754,6.7994895,12754,0.000187691343,6.80360658,12754,0.0607376771
85,-1.4096,7.17242765,12755,7.17244101,12755,0.000186842585,7.16709059,12755,0.0744101804
86,-1.4766,7.60937119,12756,7.60938358,12756,0.000160145057,7.62909726,12756,0.259231174
87,0.0066023,7.96592617,12757,7.96593714,12757,0.000140286266,7.96721799,12757,0.0162194262
88,-1.809,8.32393169,12758,8.32394218,12758,0.000131450165,8.33854004,12758,0.175503581
89,-5.5321,8.654459,12759,8.65446854,12759,0.00011260559,8.67152308,12759,0.197173363
90,-7.2051,8.94390583,12760,8.94391441,12760,9.55420291e-05,8.92678554,12760,0.191418971
91,-11.899,9.22992897,12761,9.22993851,12761,0.000101065886,9.23859094,12761,0.0938442538
92,-13.924,9.52772141,12762,9.52772999,12762,9.17989803e-05,9.52996918,12762,0.0235936215
93,-12.621,9.78618431,12763,9.78619289,12763,8.40645129e-05,9.79277476,12763,0.0673407763
94,-11.615,10.0058117,12764,10.0058193,12764,7.9046835e-05,10.0097609,12764,0.0394715602
95,-12.657,10.1815968,12765,10.1816053,12765,7.98566037e-05,10.1838567,12765,0.0221920204
96,-13.731,10.3799515,12766,10.3799591,12766,7.17700391e-05,10.3738704,12766,0.0585863645
97,-13.38,10.5239534,34,10.5239525,34,7.39706105e-06,10.5234114,34,0.00514884739
98,-14.199,10.5823851,35,10.5823851,35,8.84324261e-07,10.5789443,35,0.0325131784
99,-14.024,10.6524925,36,10.6524916,36,7.86739255e-06,10.6617013,35,0.0864484134
100,-15.197,10.7213058,37,10.7213068,37,1.12840743e-05,10.7165176,37,0.0446584264
101,-15.081,10.7951918,38,10.7951927,38,1.29487584e-05,10.7891728,38,0.0557517413
102,-13.851,10.9110537,38,10.9110508,38,2.42815237e-05,10.9062052,38,0.0444339932
103,-15.044,11.0450649,39,11.0450621,39,2.32214491e-05,11.0397011,39,0.0485605763
104,-16.669,11.1643658,12774,11.1643734,12774,7.0513282e-05,11.1716018,12774,0.0648161048
105,-18.529,11.1777353,12775,11.177742,12775,6.39548086e-05,11.1803399,41,0.023305543
106,-20.237,11.1553812,43,11.1553822,43,7.57522213e-06,11.1541052,43,0.0114395493
107,-20.573,11.1847401,43,11.1847363,43,3.61421374e-05,11.1890711,43,0.038720832
108,-25.423,11.2551622,45,11.2551632,45,8.05147265e-06,11.25,45,0.045865945
109,-24.651,11.4563131,45,11.4563093,45,3.25857305e-05,11.4479119,45,0.0733318313
110,-23.564,11.6325264,47,11.6325283,47,1.76152792e-05,11.634069,46,0.0132627009
111,-26.764,11.7252693,8218,11.7252693,8218,3.673104e-06,11.7343646,8218,0.077573575
112,-24.432,11.755331,8219,11.7553339,8219,2.63182337e-05,11.7509973,8219,0.0368641991
113,-25.69,11.746316,8220,11.7463188,8220,2.57025929e-05,11.7426839,8220,0.0309195288
114,-27.393,11.7318439,8221,11.7318459,8221,1.87383667e-05,11.7343646,8221,0.0214880109
115,-26.56,11.6945887,8222,11.6945915,8222,2.2858839e-05,11.7010283,8222,0.0550632253
116,-26.907,11.6459112,8223,11.6459131,8223,1.86247439e-05,11.6592238,8223,0.114313611
117,-26.858,11.671608,8223,11.6716099,8223,1.40131882e-05,11.6759636,8223,0.0373154633
118,-25.682,11.783639,8224,11.7836409,8224,1.24180033e-05,11.7841923,8224,0.00469187503
119,-25.489,11.8884821,8225,11.888483,8225,1.17055107e-05,11.8996455,8225,0.0939045234
120,-27.256,11.95751,8226,11.9575109,8226,1.13370869e-05,11.956954,8226,0.00464602579
121,-16.457,12.0460587,8227,12.0460596,8227,1.04503588e-05,12.0464595,8227,0.00333048793
122,-9.1376,12.1067829,8229,12.1067867,8229,3.20746648e-05,12.111139,8229,0.0359809851
123,-3.401,12.1417542,8230,12.1417561,8230,1.9597918e-05,12.1433495,8230,0.0131433989
124,-4.3084,12.1603584,8231,12.1603622,8231,3.14556871e-05,12.1674515,8231,0.0583292033
125,-3.9476,12.1422977,18302,12.1422987,18302,8.82580955e-06,12.1433495,18302,0.00866302731
126,-2.0636,12.1196957,18303,12.1196966,18303,9.44052606e-06,12.1191996,18303,0.00409110463
127,0.15825,12.1062593,18304,12.1062613,18304,1.45061385e-05,12.111139,18304,0.04030549
128,2.2241,12.1074562,18305,12.1074572,18305,9.65504522e-06,12.1191996,18305,0.0969952034
129,4.0148,12.1399889,18305,12.1399908,18305,1.59313299e-05,12.1433495,18305,0.0276824373
130,2.7958,12.1770506,8236,12.1770515,8236,4.60912484e-06,12.1834929,8236,0.052902366
131,3.5541,12.1772089,8237,12.1772099,8237,1.03880498e-05,12.1834929,8237,0.0516074092
132,3.4861,12.1741781,8238,12.1741781,8238,3.55025066e-06,12.1754748,8238,0.0106477907
133,2.2416,12.1383553,18310,12.1383553,18310,9.24623125e-07,12.1353049,18310,0.0251308182
134,2.9692,12.1066761,18311,12.1066751,18311,1.02035727e-05,12.111139,18311,0.0368606623
135,4.5179,12.0677338,8242,12.0677366,8242,2.323896e-05,12.0707549,8242,0.0250347429
136,1.7941,11.974803,8243,11.9748068,8243,3.4987124e-05,11.9732775,8243,0.0127355588
137,-3.1992,11.9467335,8243,11.9467344,8243,7.70957649e-06,11.956954,8243,0.0855508847
138,-2.2995,11.9466496,8245,11.9466524,8245,2.22436554e-05,11.956954,8245,0.0862525372
139,-3.6672,11.9338083,8245,11.9338083,8245,2.12300728e-06,11.92424,8246,0.0801802903
140,-1.7855,11.9238987,8247,11.9239025,8247,3.13215136e-05,11.9160475,8247,0.0658450639
141,-1.02,11.8902807,8248,11.8902864,8248,4.52094621e-05,11.891436,8248,0.00971317611
142,-1.1248,11.8591995,8249,11.8592043,8249,4.18783625e-05,11.8667735,8249,0.0638672158
143,0.29673,11.8356352,8249,11.8356342,8249,6.95329904e-06,11.8420596,8250,0.0542811718
144,-0.76707,11.8092909,8250,11.8092909,8250,2.59716143e-06,11.817294,8250,0.0677670487
145,-0.84118,11.7914743,8251,11.7914734,8251,1.14087658e-05,11.7841923,8251,0.061760401
146,-0.9808,11.7961922,8252,11.7961903,8252,1.25751828e-05,11.7924764,8252,0.0314960137
147,-1.3858,11.8143225,8253,11.8143206,8253,1.77525592e-05,11.8090273,8253,0.0448218189
148,-0.61175,11.8547564,8254,11.8547535,8254,2.17119295e-05,11.8503033,8254,0.0375613127
149,-0.90063,11.8920116,8255,11.8920097,8255,1.25958467e-05,11.8832208,8255,0.0739184835
150,0.1586,11.9453917,8256,11.9453888,8256,2.6119218e-05,11.9406082,8256,0.0400462365
151,1.4478,11.999176,8257,11.9991732,8257,2.0849515e-05,11.9977211,8257,0.0121219023
152,-3.158,12.0740881,8259,12.0740938,8259,4.83988089e-05,12.0707549,8259,0.0276047977
153,-11.368,12.1037035,8259,12.1037016,8259,1.39997113e-05,12.0950016,8259,0.0718931681
154,-13.707,12.1236305,8260,12.1236286,8260,1.53895362e-05,12.1191996,8260,0.0365471265
155,-13.768,12.1247139,8261,12.124712,8261,1.88336242e-05,12.1191996,8261,0.0454825591
156,-16.106,12.1324224,8263,12.1324291,8263,5.67223387e-05,12.1272549,8263,0.042590804
157,-14.826,12.0777168,8264,12.0777245,8264,6.38741531e-05,12.0788426,8264,0.00932141464
158,-15.845,12.0475082,8265,12.0475149,8265,5.39115427e-05,12.0464595,8265,0.00870618479
159,-17.11,12.1622181,8266,12.1622257,8266,6.22556017e-05,12.1594228,8266,0.0229840076
160,-14.143,12.2953043,8268,12.2953043,8268,1.7572098e-06,12.2951972,8268,0.000872539503
161,-16.355,12.2963734,8269,12.2963753,8269,1.34648235e-05,12.287252,8269,0.0741811136
162,-18.038,12.3610535,8269,12.3610611,8269,6.01510385e-05,12.3664743,8269,0.0438528554
163,-16.624,12.43009,8271,12.4300919,8271,1.17277171e-05,12.4294886,8271,0.0048412705
164,-15.123,12.3654327,8272,12.3654337,8272,6.31249271e-06,12.3664743,8272,0.00842205464
165,-18.148,12.3235874,8272,12.323595,8272,6.10063394e-05,12.3269268,8272,0.0270968031
166,-16.842,12.2603884,8274,12.2603884,8274,1.53644509e-06,12.2633855,8274,0.0244474968
167,-16.611,12.177865,8275,12.177866,8275,8.9267682e-06,12.1834929,8275,0.0462152938
168,-17.136,12.1264791,8275,12.1264858,8275,5.11232406e-05,12.1272549,8275,0.00639361007
169,-17.242,12.0885935,8276,12.0886002,8276,5.24617906e-05,12.0869248,8276,0.0138069257
170,-18.544,12.081152,8277,12.0811586,8277,5.66573639e-05,12.0788426,8277,0.0191143765
171,-20.42,12.0973263,8278,12.0973339,8278,6.43073638e-05,12.0950016,8278,0.0192156379
172,-20.788,12.1209621,8279,12.1209679,8279,4.68669457e-05,12.1191996,8279,0.0145412608
173,-18.998,12.2158709,8279,12.2158661,8279,3.54832686e-05,12.2155127,8279,0.00292852566
174,-19.83,12.3344994,8280,12.3344946,8280,3.77241931e-05,12.3348465,8280,0.00281510127
175,-20.972,12.3891602,8281,12.3891554,8281,4.02881288e-05,12.3901423,8281,0.0079252486
176,-23.014,12.4209442,8282,12.4209414,8282,2.39147647e-05,12.413765,8282,0.0577998083
177,-24.451,12.4934292,8283,12.4934254,8283,2.72107998e-05,12.4921851,8284,0.00995492735
178,-23.688,12.5448952,12890,12.5448952,12890,8.42900039e-07,12.5545684,12890,0.0771096545
179,-20.981,12.4475498,12891,12.4475489,12891,4.63995314e-06,12.4530368,12891,0.0440836522
180,-22.406,12.338357,12892,12.3383551,12892,1.42020964e-05,12.3348465,12892,0.0284506621
181,-22.724,12.2494183,12893,12.2494173,12893,9.3177573e-06,12.2474487,12893,0.0160802119
182,-22.732,12.2684298,12894,12.2684288,12894,6.99781503e-06,12.2713462,12894,0.0237726964
183,-20.676,12.2154942,12895,12.2154932,12895,1.13554634e-05,12.2235045,12895,0.065571806
184,-19.422,12.1745014,12896,12.1745005,12896,1.16641862e-05,12.1754748,12896,0.0079917133
185,-14.52,12.1170492,12897,12.1170483,12897,7.5824214e-06,12.1191996,12897,0.0177474003
186,-6.2597,12.1097717,12898,12.1097708,12898,8.92254862e-06,12.111139,12898,0.0112894702
187,-6.4252,12.1512327,12899,12.1512327,12899,6.07269802e-07,12.1513888,12899,0.00128395452
188,-4.5583,12.1918936,12900,12.1918936,12900,3.67533064e-06,12.1915058,12900,0.00318468739
189,-1.4569,12.2236843,12901,12.2236843,12901,3.70875799e-06,12.2235045,12901,0.00147463313
190,-1.2224,12.2244987,12902,12.2244978,12902,4.93671803e-06,12.2235045,12902,0.00813030365
191,0.20978,12.1999445,12903,12.1999435,12903,1.08314949e-05,12.1915058,12903,0.0691733615
192,1.7788,12.1644001,12904,12.1643991,12904,7.0493419e-06,12.1594228,12904,0.0409162645
193,3.1312,12.1438332,12905,12.1438313,12905,1.29187454e-05,12.1433495,12905,0.00397983537
194,4.0136,12.1981897,6572,12.1981916,6572,1.7410547e-05,12.1995133,6572,0.0108523562
195,5.3961,12.0734434,6573,12.0734463,6573,2.33573158e-05,12.0707549,6573,0.0222679337
196,4.5582,11.9352093,6574,11.9352112,6574,1.35366602e-05,11.9487839,6574,0.113733805
197,4.5792,11.8779001,6575,11.877902,6575,1.23620532e-05,11.8832208,6575,0.044791384
198,4.4476,11.8831301,6576,11.883132,6576,1.23271467e-05,11.891436,6576,0.0698930132
199,3.375,11.9226933,6577,11.9226971,6577,3.52994822e-05,11.9160475,6577,0.055737245
200,-1.8549,11.9445906,6578,11.9445934,6578,2.07834709e-05,11.9487839,6578,0.0351036456
201,-4.7635,11.9699335,6579,11.9699354,6579,1.85627634e-05,11.9732775,6579,0.0279395268
202,-6.3823,11.9975348,6580,11.9975376,6580,2.0410534e-05,11.9977211,6580,0.00155009863
203,-7.4763,12.0948801,6581,12.094882,6581,1.23340496e-05,12.0950016,6581,0.00100067629
204,-7.0386,12.277997,6582,12.2779989,6582,1.85548635e-05,12.2793017,6582,0.0106291294
205,-5.5177,12.5430212,6583,12.5430231,6583,1.48584902e-05,12.5390017,6583,0.032046433
206,-5.796,12.9980364,6584,12.9980383,6584,1.63043998e-05,13.0054075,6584,0.0567113093
207,-5.2124,13.175951,1034,13.175952,1034,1.03684669e-05,13.1843894,1034,0.0640473867
208,-2.8709,13.121192,17931,13.1211872,17931,3.71978745e-05,13.1175574,17931,0.0277008158
209,-3.4321,12.8509703,17931,12.8509684,17931,1.14026492e-05,12.8543524,17931,0.0263213559
210,-1.6813,12.6435556,17932,12.6435556,17932,7.62555376e-07,12.6475665,17932,0.031721519
211,-0.29333,12.5044003,17933,12.5043993,17933,7.82191256e-06,12.5078101,17933,0.0272686601
212,-0.025829,12.4141665,17935,12.4141607,17935,4.27830714e-05,12.413765,17935,0.00323016737
213,0.15772,12.327467,17936,12.3274612,17936,4.86170169e-05,12.3269268,17936,0.00438377843
214,-0.3637,12.2601204,17937,12.2601156,17937,4.01504966e-05,12.2633855,17937,0.0266310432
215,-0.52199,12.1746502,17938,12.1746445,17938,4.53854113e-05,12.1674515,17938,0.0591272605
216,-3.9963,12.1146107,17939,12.1146059,17939,3.66151444e-05,12.111139,17939,0.0286542851
217,-9.2905,12.0745974,17940,12.0745945,17940,2.71344561e-05,12.0788426,17940,0.0351546472
218,-15.197,12.0764256,17941,12.0764227,17941,2.26470308e-05,12.0788426,17941,0.0200152771
219,-15.025,12.0732479,17942,12.0732441,17942,3.43291949e-05,12.0707549,17942,0.0206513778
220,-13.378,12.082449,17943,12.0824451,17943,3.44981298e-05,12.0869248,17943,0.0370408404
221,-13.47,12.0868282,17944,12.0868244,17944,3.10358102e-05,12.0869248,17944,0.000799095287
222,-12.329,12.1109724,17945,12.1109676,17945,4.05179985e-05,12.1191996,17945,0.0679309633
223,-11.9,12.1442385,17946,12.1442347,17946,2.79634072e-05,12.1433495,17946,0.00731652244
224,-11.73,12.177702,17947,12.1776981,17947,3.26718871e-05,12.1754748,17947,0.0182897997
225,-12.404,12.2136755,17948,12.2136717,17948,2.88467207e-05,12.2075156,17948,0.0504319299
226,-10.384,12.1575842,17949,12.1575804,17949,3.2838578e-05,12.1594228,17949,0.0151215765
227,-10.105,12.1072817,17950,12.1072769,17950,3.87143871e-05,12.103073,17950,0.0347612867
228,-8.441,12.1214314,17951,12.1214266,17951,3.60019708e-05,12.1191996,17951,0.0184079154
229,-8.3946,12.2175474,17952,12.2175436,17952,3.41547387e-05,12.2155127,17952,0.0166571585
230,-7.7336,12.3171349,17953,12.317132,17953,2.70762721e-05,12.3269268,17953,0.079494912
231,-7.963,12.441864,17954,12.4418602,17954,2.96785027e-05,12.4451923,17954,0.0267520472
232,-9.1791,12.5552864,19907,12.5552874,19907,7.24589572e-06,12.5545684,19907,0.00571918275
233,-8.8739,12.4116154,19908,12.4116173,19908,1.60936083e-05,12.4058958,19908,0.0460818809
234,-8.2819,12.2697248,19909,12.2697258,19909,6.75703474e-06,12.2633855,19909,0.0516672259
235,-8.1214,12.2053995,19910,12.2054014,19910,1.40065872e-05,12.2075156,19910,0.0173358055
236,-7.8352,12.2508621,19911,12.2508621,19911,4.33055748e-07,12.2554197,19911,0.0372026956
237,-7.9078,12.3701296,19912,12.3701315,19912,1.76551668e-05,12.3664743,19912,0.0295467628
238,-6.7263,12.4635811,19913,12.463582,19913,6.19237312e-06,12.4608763,19913,0.021703182
239,-4.8323,12.6006775,19914,12.6006784,19914,8.61991105e-06,12.6011532,19914,0.00377648979
240,-4.639,12.7525225,19915,12.7525225,19915,2.72183529e-06,12.7552073,19915,0.0210558232
241,-5.3677,12.889534,19916,12.889535,19916,9.86214744e-06,12.8922821,19916,0.0213228148
242,-5.0023,12.8700333,19917,12.8700342,19917,8.03792037e-06,12.8695377,19917,0.00385008423
243,-2.6213,13.0624905,19918,13.0624924,19918,1.49587043e-05,13.0653406,19918,0.0218196034
244,-3.2051,12.9347305,121,12.9347296,121,9.88337816e-06,12.9301005,121,0.035797525
245,-2.7626,12.8538828,122,12.8538809,122,1.14441427e-05,12.8543524,122,0.00365665765
246,-2.3809,12.7847576,122,12.7847595,122,1.17322277e-05,12.7781552,122,0.0516461389
247,-4.2507,12.7661009,123,12.7661028,123,1.35292924e-05,12.7705105,123,0.0345399106
248,-9.1667,12.8097544,124,12.8097572,124,2.17716496e-05,12.8086885,124,0.00832167647
249,-8.6291,12.8547421,125,12.8547449,125,1.86093637e-05,12.8619473,125,0.0560473928
250,-10.22,12.8966475,126,12.8966484,126,1.01003293e-05,12.8998547,126,0.0248711618
251,-6.0409,12.9324684,127,12.9324703,127,1.31187677e-05,12.937651,127,0.0400723201
252,-4.9142,12.986558,128,12.9865599,128,1.18715516e-05,12.9828613,128,0.0284681084
253,-1.1992,13.0426836,129,13.0426855,129,1.6657403e-05,13.042898,129,0.00164563941
254,-1.3782,13.1202517,760,13.1202507,760,5.02482852e-06,13.1175574,760,0.0205327434
255,-1.231,13.072916,761,13.072916,761,3.47380584e-06,13.0728129,761,0.000792251803
256,1.2771,13.0486975,762,13.0486975,762,5.92280598e-07,13.0503831,762,0.0129176665
257,2.261,12.9569759,763,12.956975,763,3.96856509e-06,12.9602758,763,0.0254715957
258,4.6663,12.828454,764,12.828454,764,2.33237515e-06,12.8239278,764,0.0352800743
259,3.2713,12.6876774,765,12.6876783,765,5.63773379e-06,12.6784142,765,0.073010898
260,5.6277,12.5186253,766,12.5186253,766,9.69636915e-07,12.5234156,766,0.038264486
261,4.6541,12.2994356,767,12.2994366,767,1.14599763e-05,12.3031373,767,0.0301001094
262,6.1359,12.1201925,768,12.1201944,768,1.35433885e-05,12.1191996,768,0.00819417736
263,-0.34736,11.9087534,769,11.9087534,769,3.23095013e-06,11.9160475,769,0.061252994
264,-6.278,11.7904444,770,11.7904453,770,9.86905665e-06,11.7924764,770,0.0172364237
265,-5.6038,11.736762,771,11.7367649,771,2.32227008e-05,11.7260394,771,0.091360654
266,-6.5811,11.6645975,772,11.6645985,772,1.11972426e-05,11.6592238,772,0.0460653927
267,-6.0651,11.6064854,773,11.6064863,773,4.71850428e-06,11.6004445,773,0.052050872
268,-6.7842,11.5428877,774,11.5428877,774,1.38331913e-06,11.5498241,774,0.0600914225
269,-5.0667,11.4848547,775,11.4848557,775,9.99705726e-06,11.4904852,775,0.0490270954
270,-5.2449,11.4318771,776,11.4318771,776,7.52520787e-07,11.4393783,776,0.0656166161
271,-2.0287,11.4027987,777,11.4027996,777,8.45777803e-06,11.4051797,777,0.0208817369
272,-3.6816,11.3274612,778,11.3274622,778,5.0908883e-06,11.3278556,778,0.00347810106
273,-0.39686,11.2722397,779,11.2722397,779,8.31939092e-07,11.2760116,779,0.0334611103
274,-2.2611,11.2126732,780,11.2126732,780,1.58403713e-06,11.2065132,780,0.0549363786
275,0.40011,11.2258186,781,11.2258177,781,5.43993164e-06,11.2239281,781,0.0168376901
276,-3.2076,11.2645512,782,11.2645502,782,5.84667715e-06,11.2673477,782,0.0248289365
277,-3.6105,11.3539848,783,11.3539848,783,1.77693139e-06,11.3536888,783,0.00260528048
278,-7.6603,11.4195633,784,11.4195623,784,1.24503522e-05,11.4222918,784,0.0238891788
279,-9.9255,11.457159,785,11.4571581,785,4.88181088e-06,11.4564392,785,0.00627913633
280,-16.316,11.4827194,786,11.4827185,786,4.60614196e-06,11.4819832,786,0.00640812796
