#Time (s): double,float,flexfloat
0.626560271, 0.539764341, 10.049202
#Profile Length
20035
#i,tseries,doubleMP,j,floatMP,j,errorf(%),flexfloatMP,j,errorff(%)
61,-6.0072,6.67738152,12732,6.67738676,12732,7.58881314e-05,6.67738669,12732,7.47562914e-05
62,-2.7485,6.66097879,12733,6.66098309,12733,6.23104295e-05,6.66098313,12733,6.29253777e-05
63,-2.4991,6.66670179,12733,6.66671276,12733,0.000165373659,6.66670581,12733,6.10643555e-05
64,-0.15824,6.61679029,12734,6.61680031,12734,0.000153383614,6.61679469,12734,6.84313852e-05
65,0.59897,6.55423212,12735,6.55424404,12735,0.000184629135,6.55423871,12735,0.000103213611
66,2.4072,6.50633669,12736,6.50634718,12736,0.000164259774,6.5063417,12736,8.00677723e-05
67,2.6182,6.50939178,12737,6.50940275,12737,0.000168036236,6.5093971,12737,8.11517559e-05
68,4.4288,6.45266056,12738,6.45267344,12738,0.000198811799,6.45266766,12738,0.000109364443
69,4.6246,6.40208197,12739,6.4020915,12739,0.000152496281,6.40208597,12739,6.61411067e-05
70,5.9084,6.37353706,12740,6.37354803,12740,0.000171911141,6.37354247,12740,8.46530942e-05
71,6.6926,6.33783054,12741,6.33784151,12741,0.000174801579,6.33783608,12741,8.90930081e-05
72,5.6463,6.31125546,12742,6.31126881,12742,0.000208154479,6.31126324,12742,0.000119909382
73,0.78861,6.30170536,12743,6.30171537,12743,0.000155638922,6.30170984,12743,6.78093698e-05
74,-5.7689,6.30737829,12744,6.30738783,12744,0.000149279092,6.30738238,12744,6.28709482e-05
75,-7.8277,6.30320883,12745,6.30322123,12745,0.000195667327,6.30321545,12745,0.000104045258
76,-8.3002,6.32630968,12746,6.32632542,12746,0.000248462605,6.32631818,12746,0.000134023339
77,-7.4219,6.32211065,12747,6.322124,12747,0.000209127306,6.32211848,12747,0.000121669743
78,-7.8986,6.31741428,12748,6.31742525,12748,0.000171628756,6.31741972,12748,8.41117889e-05
79,-8.6665,6.32668829,12749,6.32670259,12749,0.000226657867,6.32669692,12749,0.000136924594
80,-8.0457,6.34475946,12750,6.34477472,12750,0.000237941749,6.34476534,12750,9.00913273e-05
81,-8.0356,6.45223427,12751,6.45225,12751,0.000241582846,6.45224274,12751,0.00012897103
82,-6.077,6.50782919,12753,6.507833,12753,6.06628386e-05,6.50783294,12753,5.97211651e-05
83,-4.794,6.6210227,12753,6.62103796,12753,0.000232646525,6.62103253,12753,0.000150702439
84,-1.6517,6.79947662,12754,6.7994895,12754,0.000187691343,6.79948428,12754,0.000110922399
85,-1.4096,7.17242765,12755,7.17244101,12755,0.000186842585,7.17243606,12755,0.000117925468
86,-1.4766,7.60937119,12756,7.60938358,12756,0.000160145057,7.60937882,12756,9.75835229e-05
87,0.0066023,7.96592617,12757,7.96593714,12757,0.000140286266,7.96593261,12757,8.34467665e-05
88,-1.809,8.32393169,12758,8.32394218,12758,0.000131450165,8.323938,12758,8.118886e-05
89,-5.5321,8.654459,12759,8.65446854,12759,0.00011260559,8.65446388,12759,5.87604959e-05
90,-7.2051,8.94390583,12760,8.94391441,12760,9.55420291e-05,8.94391045,12760,5.11965431e-05
91,-11.899,9.22992897,12761,9.22993851,12761,0.000101065886,9.22993386,12761,5.06832388e-05
92,-13.924,9.52772141,12762,9.52772999,12762,9.17989803e-05,9.52772732,12762,6.37989495e-05
93,-12.621,9.78618431,12763,9.78619289,12763,8.40645129e-05,9.78618929,12763,4.71916982e-05
94,-11.615,10.0058117,12764,10.0058193,12764,7.9046835e-05,10.0058157,12764,4.30829365e-05
95,-12.657,10.1815968,12765,10.1816053,12765,7.98566037e-05,10.1816019,12765,4.64805747e-05
96,-13.731,10.3799515,12766,10.3799591,12766,7.17700391e-05,10.3799556,12766,3.77864776e-05
97,-13.38,10.5239534,34,10.5239525,34,7.39706105e-06,10.5239529,34,3.77648439e-06
98,-14.199,10.5823851,35,10.5823851,35,8.84324261e-07,10.5823852,35,1.73657805e-06
99,-14.024,10.6524925,36,10.6524916,36,7.86739255e-06,10.652492,36,4.19032352e-06
100,-15.197,10.7213058,37,10.7213068,37,1.12840743e-05,10.7213065,37,8.46640206e-06
101,-15.081,10.7951918,38,10.7951927,38,1.29487584e-05,10.7951928,38,1.39338295e-05
102,-13.851,10.9110537,38,10.9110508,38,2.42815237e-05,10.9110507,38,2.51996262e-05
103,-15.044,11.0450649,39,11.0450621,39,2.32214491e-05,11.0450622,39,2.21378131e-05
104,-16.669,11.1643658,12774,11.1643734,12774,7.0513282e-05,11.1643701,12774,4.06466324e-05
105,-18.529,11.1777353,12775,11.177742,12775,6.39548086e-05,11.177739,12775,3.72991024e-05
106,-20.237,11.1553812,43,11.1553822,43,7.57522213e-06,11.1553823,43,8.56583925e-06
107,-20.573,11.1847401,43,11.1847363,43,3.61421374e-05,11.1847362,43,3.66221606e-05
108,-25.423,11.2551622,45,11.2551632,45,8.05147265e-06,11.2551635,45,1.07038689e-05
109,-24.651,11.4563131,45,11.4563093,45,3.25857305e-05,11.4563092,45,3.38940882e-05
110,-23.564,11.6325264,47,11.6325283,47,1.76152792e-05,11.6325279,47,1.37642207e-05
111,-26.764,11.7252693,8218,11.7252693,8218,3.673104e-06,11.7252698,8218,7.72551921e-06
112,-24.432,11.755331,8219,11.7553339,8219,2.63182337e-05,11.7553333,8219,2.1372595e-05
113,-25.69,11.746316,8220,11.7463188,8220,2.57025929e-05,11.7463187,8220,2.45934542e-05
114,-27.393,11.7318439,8221,11.7318459,8221,1.87383667e-05,11.7318459,8221,1.92295287e-05
115,-26.56,11.6945887,8222,11.6945915,8222,2.2858839e-05,11.6945918,8222,2.52183637e-05
116,-26.907,11.6459112,8223,11.6459131,8223,1.86247439e-05,11.6459132,8223,1.90276895e-05
117,-26.858,11.671608,8223,11.6716099,8223,1.40131882e-05,11.6716093,8223,8.93379215e-06
118,-25.682,11.783639,8224,11.7836409,8224,1.24180033e-05,11.7836409,8224,1.30425296e-05
119,-25.489,11.8884821,8225,11.888483,8225,1.17055107e-05,11.8884833,8225,1.40255521e-05
120,-27.256,11.95751,8226,11.9575109,8226,1.13370869e-05,11.9575113,8226,1.46671201e-05
121,-16.457,12.0460587,8227,12.0460596,8227,1.04503588e-05,12.0460597,8227,1.15870487e-05
122,-9.1376,12.1067829,8229,12.1067867,8229,3.20746648e-05,12.1067866,8229,3.13143661e-05
123,-3.401,12.1417542,8230,12.1417561,8230,1.9597918e-05,12.1417561,8230,2.02758904e-05
124,-4.3084,12.1603584,8231,12.1603622,8231,3.14556871e-05,12.160362,8231,2.91236508e-05
125,-3.9476,12.1422977,18302,12.1422987,18302,8.82580955e-06,12.1422991,18302,1.18882542e-05
126,-2.0636,12.1196957,18303,12.1196966,18303,9.44052606e-06,12.1196974,18303,1.55298707e-05
127,0.15825,12.1062593,18304,12.1062613,18304,1.45061385e-05,12.1062618,18304,1.90780683e-05
128,2.2241,12.1074562,18305,12.1074572,18305,9.65504522e-06,12.1074591,18305,2.59353956e-05
129,4.0148,12.1399889,18305,12.1399908,18305,1.59313299e-05,12.1399907,18305,1.51579014e-05
130,2.7958,12.1770506,8236,12.1770515,8236,4.60912484e-06,12.1770521,8236,8.79822582e-06
131,3.5541,12.1772089,8237,12.1772099,8237,1.03880498e-05,12.1772097,8237,8.85073187e-06
132,3.4861,12.1741781,8238,12.1741781,8238,3.55025066e-06,12.1741784,8238,8.85781981e-07
133,2.2416,12.1383553,18310,12.1383553,18310,9.24623125e-07,12.1383566,18310,1.03937329e-05
134,2.9692,12.1066761,18311,12.1066751,18311,1.02035727e-05,12.1066773,18311,7.89696583e-06
135,4.5179,12.0677338,8242,12.0677366,8242,2.323896e-05,12.0677365,8242,2.22143293e-05
136,1.7941,11.974803,8243,11.9748068,8243,3.4987124e-05,11.9748067,8243,3.44786346e-05
137,-3.1992,11.9467335,8243,11.9467344,8243,7.70957649e-06,11.9467345,8243,8.69784337e-06
138,-2.2995,11.9466496,8245,11.9466524,8245,2.22436554e-05,11.9466527,8245,2.48460674e-05
139,-3.6672,11.9338083,8245,11.9338083,8245,2.12300728e-06,11.9338085,8245,5.04306895e-07
140,-1.7855,11.9238987,8247,11.9239025,8247,3.13215136e-05,11.9239031,8247,3.63109219e-05
141,-1.02,11.8902807,8248,11.8902864,8248,4.52094621e-05,11.8902861,8248,4.22493791e-05
142,-1.1248,11.8591995,8249,11.8592043,8249,4.18783625e-05,11.8592037,8249,3.66657587e-05
143,0.29673,11.8356352,8249,11.8356342,8249,6.95329904e-06,11.8356343,8249,6.08194464e-06
144,-0.76707,11.8092909,8250,11.8092909,8250,2.59716143e-06,11.8092907,8250,3.85325633e-06
145,-0.84118,11.7914743,8251,11.7914734,8251,1.14087658e-05,11.7914736,8251,9.89796659e-06
146,-0.9808,11.7961922,8252,11.7961903,8252,1.25751828e-05,11.7961899,8252,1.60633531e-05
147,-1.3858,11.8143225,8253,11.8143206,8253,1.77525592e-05,11.8143208,8253,1.59079283e-05
148,-0.61175,11.8547564,8254,11.8547535,8254,2.17119295e-05,11.8547538,8254,1.91106174e-05
149,-0.90063,11.8920116,8255,11.8920097,8255,1.25958467e-05,11.8920094,8255,1.54233004e-05
150,0.1586,11.9453917,8256,11.9453888,8256,2.6119218e-05,11.9453894,8256,2.11922282e-05
151,1.4478,11.999176,8257,11.9991732,8257,2.0849515e-05,11.9991727,8257,2.4729936e-05
152,-3.158,12.0740881,8259,12.0740938,8259,4.83988089e-05,12.0740935,8259,4.59224275e-05
153,-11.368,12.1037035,8259,12.1037016,8259,1.39997113e-05,12.1037013,8259,1.60852226e-05
154,-13.707,12.1236305,8260,12.1236286,8260,1.53895362e-05,12.1236282,8260,1.91112742e-05
155,-13.768,12.1247139,8261,12.124712,8261,1.88336242e-05,12.1247117,8261,2.12945359e-05
156,-16.106,12.1324224,8263,12.1324291,8263,5.67223387e-05,12.1324293,8263,5.78973397e-05
157,-14.826,12.0777168,8264,12.0777245,8264,6.38741531e-05,12.0777243,8264,6.27159112e-05
158,-15.845,12.0475082,8265,12.0475149,8265,5.39115427e-05,12.0475154,8265,5.77436401e-05
159,-17.11,12.1622181,8266,12.1622257,8266,6.22556017e-05,12.1622254,8266,5.94933172e-05
160,-14.143,12.2953043,8268,12.2953043,8268,1.7572098e-06,12.2953049,8268,2.75940895e-06
161,-16.355,12.2963734,8269,12.2963753,8269,1.34648235e-05,12.2963752,8269,1.27909301e-05
162,-18.038,12.3610535,8269,12.3610611,8269,6.01510385e-05,12.3610605,8269,5.49297075e-05
163,-16.624,12.43009,8271,12.4300919,8271,1.17277171e-05,12.4300919,8271,1.18676915e-05
164,-15.123,12.3654327,8272,12.3654337,8272,6.31249271e-06,12.3654342,8272,1.01452957e-05
165,-18.148,12.3235874,8272,12.323595,8272,6.10063394e-05,12.3235948,8272,5.9332921e-05
166,-16.842,12.2603884,8274,12.2603884,8274,1.53644509e-06,12.2603883,8274,6.92459652e-07
167,-16.611,12.177865,8275,12.177866,8275,8.9267682e-06,12.1778655,8275,5.36646368e-06
168,-17.136,12.1264791,8275,12.1264858,8275,5.11232406e-05,12.1264862,8275,5.44259096e-05
169,-17.242,12.0885935,8276,12.0886002,8276,5.24617906e-05,12.0886003,8276,5.36661206e-05
170,-18.544,12.081152,8277,12.0811586,8277,5.66573639e-05,12.0811587,8277,5.67614996e-05
171,-20.42,12.0973263,8278,12.0973339,8278,6.43073638e-05,12.0973343,8278,6.72094249e-05
172,-20.788,12.1209621,8279,12.1209679,8279,4.68669457e-05,12.1209681,8279,4.87987731e-05
173,-18.998,12.2158709,8279,12.2158661,8279,3.54832686e-05,12.2158659,8279,3.66722497e-05
174,-19.83,12.3344994,8280,12.3344946,8280,3.77241931e-05,12.3344947,8280,3.69833447e-05
175,-20.972,12.3891602,8281,12.3891554,8281,4.02881288e-05,12.389156,8281,3.51182423e-05
176,-23.014,12.4209442,8282,12.4209414,8282,2.39147647e-05,12.4209412,8282,2.51148302e-05
177,-24.451,12.4934292,8283,12.4934254,8283,2.72107998e-05,12.4934255,8283,2.57827555e-05
178,-23.688,12.5448952,12890,12.5448952,12890,8.42900039e-07,12.5448947,12890,3.24303005e-06
179,-20.981,12.4475498,12891,12.4475489,12891,4.63995314e-06,12.4475495,12891,5.02330741e-08
180,-22.406,12.338357,12892,12.3383551,12892,1.42020964e-05,12.3383551,12892,1.36795288e-05
181,-22.724,12.2494183,12893,12.2494173,12893,9.3177573e-06,12.2494176,12893,6.72969021e-06
182,-22.732,12.2684298,12894,12.2684288,12894,6.99781503e-06,12.2684286,12894,8.61928036e-06
183,-20.676,12.2154942,12895,12.2154932,12895,1.13554634e-05,12.2154932,12895,1.16940224e-05
184,-19.422,12.1745014,12896,12.1745005,12896,1.16641862e-05,12.1745006,12896,1.05612456e-05
185,-14.52,12.1170492,12897,12.1170483,12897,7.5824214e-06,12.1170482,12897,7.84275034e-06
186,-6.2597,12.1097717,12898,12.1097708,12898,8.92254862e-06,12.1097707,12898,9.22998705e-06
187,-6.4252,12.1512327,12899,12.1512327,12899,6.07269802e-07,12.1512328,12899,2.53892768e-07
188,-4.5583,12.1918936,12900,12.1918936,12900,3.67533064e-06,12.1918939,12900,7.45256053e-07
189,-1.4569,12.2236843,12901,12.2236843,12901,3.70875799e-06,12.223684,12901,6.63042081e-06
190,-1.2224,12.2244987,12902,12.2244978,12902,4.93671803e-06,12.2244973,12902,9.22985094e-06
191,0.20978,12.1999445,12903,12.1999435,12903,1.08314949e-05,12.1999433,12903,1.31905028e-05
192,1.7788,12.1644001,12904,12.1643991,12904,7.0493419e-06,12.1643992,12904,6.71000348e-06
193,3.1312,12.1438332,12905,12.1438313,12905,1.29187454e-05,12.1438315,12905,1.07659269e-05
194,4.0136,12.1981897,6572,12.1981916,6572,1.7410547e-05,12.1981911,6572,1.32480377e-05
195,5.3961,12.0734434,6573,12.0734463,6573,2.33573158e-05,12.0734458,6573,1.96309786e-05
196,4.5582,11.9352093,6574,11.9352112,6574,1.35366602e-05,11.9352109,6574,1.13631268e-05
197,4.5792,11.8779001,6575,11.877902,6575,1.23620532e-05,11.8779018,6575,1.06448186e-05
198,4.4476,11.8831301,6576,11.883132,6576,1.23271467e-05,11.8831326,6576,1.71926754e-05
199,3.375,11.9226933,6577,11.9226971,6577,3.52994822e-05,11.9226963,6577,2.92543881e-05
200,-1.8549,11.9445906,6578,11.9445934,6578,2.07834709e-05,11.944593,6578,1.71034405e-05
201,-4.7635,11.9699335,6579,11.9699354,6579,1.85627634e-05,11.9699357,6579,2.12964118e-05
202,-6.3823,11.9975348,6580,11.9975376,6580,2.0410534e-05,11.9975383,6580,2.62548893e-05
203,-7.4763,12.0948801,6581,12.094882,6581,1.23340496e-05,12.0948823,6581,1.46463591e-05
204,-7.0386,12.277997,6582,12.2779989,6582,1.85548635e-05,12.2779988,6582,1.7441315e-05
205,-5.5177,12.5430212,6583,12.5430231,6583,1.48584902e-05,12.5430235,6583,1.76161062e-05
206,-5.796,12.9980364,6584,12.9980383,6584,1.63043998e-05,12.9980386,6584,1.8834592e-05
207,-5.2124,13.175951,1034,13.175952,1034,1.03684669e-05,13.1759536,1034,2.24647239e-05
208,-2.8709,13.121192,17931,13.1211872,17931,3.71978745e-05,13.1211866,17931,4.21121987e-05
209,-3.4321,12.8509703,17931,12.8509684,17931,1.14026492e-05,12.8509679,17931,1.49608007e-05
210,-1.6813,12.6435556,17932,12.6435556,17932,7.62555376e-07,12.6435543,17932,1.09898919e-05
211,-0.29333,12.5044003,17933,12.5043993,17933,7.82191256e-06,12.5043985,17933,1.40107831e-05
212,-0.025829,12.4141665,17935,12.4141607,17935,4.27830714e-05,12.4141607,17935,4.31874687e-05
213,0.15772,12.327467,17936,12.3274612,17936,4.86170169e-05,12.3274616,17936,4.57026384e-05
214,-0.3637,12.2601204,17937,12.2601156,17937,4.01504966e-05,12.260116,17937,3.69135657e-05
215,-0.52199,12.1746502,17938,12.1746445,17938,4.53854113e-05,12.1746445,17938,4.4836114e-05
216,-3.9963,12.1146107,17939,12.1146059,17939,3.66151444e-05,12.1146062,17939,3.45147413e-05
217,-9.2905,12.0745974,17940,12.0745945,17940,2.71344561e-05,12.0745941,17940,3.06118748e-05
218,-15.197,12.0764256,17941,12.0764227,17941,2.26470308e-05,12.0764224,17941,2.53059832e-05
219,-15.025,12.0732479,17942,12.0732441,17942,3.43291949e-05,12.0732444,17942,3.18079857e-05
220,-13.378,12.082449,17943,12.0824451,17943,3.44981298e-05,12.0824453,17943,3.33166177e-05
221,-13.47,12.0868282,17944,12.0868244,17944,3.10358102e-05,12.0868242,17944,3.32124125e-05
222,-12.329,12.1109724,17945,12.1109676,17945,4.05179985e-05,12.1109677,17945,3.98587687e-05
223,-11.9,12.1442385,17946,12.1442347,17946,2.79634072e-05,12.144235,17946,2.54395244e-05
224,-11.73,12.177702,17947,12.1776981,17947,3.26718871e-05,12.1776982,17947,3.25090462e-05
225,-12.404,12.2136755,17948,12.2136717,17948,2.88467207e-05,12.213672,17948,2.6083179e-05
226,-10.384,12.1575842,17949,12.1575804,17949,3.2838578e-05,12.1575805,17949,3.18040935e-05
227,-10.105,12.1072817,17950,12.1072769,17950,3.87143871e-05,12.107277,17950,3.81827852e-05
228,-8.441,12.1214314,17951,12.1214266,17951,3.60019708e-05,12.1214264,17951,3.75076853e-05
229,-8.3946,12.2175474,17952,12.2175436,17952,3.41547387e-05,12.2175433,17952,3.64191861e-05
230,-7.7336,12.3171349,17953,12.317132,17953,2.70762721e-05,12.3171314,17953,3.18293772e-05
231,-7.963,12.441864,17954,12.4418602,17954,2.96785027e-05,12.4418604,17954,2.79642384e-05
232,-9.1791,12.5552864,19907,12.5552874,19907,7.24589572e-06,12.5552872,19907,5.68073483e-06
233,-8.8739,12.4116154,19908,12.4116173,19908,1.60936083e-05,12.4116167,19908,1.11543024e-05
234,-8.2819,12.2697248,19909,12.2697258,19909,6.75703474e-06,12.2697257,19909,6.12088573e-06
235,-8.1214,12.2053995,19910,12.2054014,19910,1.40065872e-05,12.2054013,19910,1.2677411e-05
236,-7.8352,12.2508621,19911,12.2508621,19911,4.33055748e-07,12.2508627,19911,5.26887157e-06
237,-7.9078,12.3701296,19912,12.3701315,19912,1.76551668e-05,12.3701311,19912,1.45066698e-05
238,-6.7263,12.4635811,19913,12.463582,19913,6.19237312e-06,12.4635824,19913,9.04936458e-06
239,-4.8323,12.6006775,19914,12.6006784,19914,8.61991105e-06,12.6006783,19914,7.56199513e-06
240,-4.639,12.7525225,19915,12.7525225,19915,2.72183529e-06,12.7525228,19915,5.60351806e-06
241,-5.3677,12.889534,19916,12.889535,19916,9.86214744e-06,12.8895356,19916,1.46617494e-05
242,-5.0023,12.8700333,19917,12.8700342,19917,8.03792037e-06,12.8700342,19917,7.57534762e-06
243,-2.6213,13.0624905,19918,13.0624924,19918,1.49587043e-05,13.0624927,19918,1.7194359e-05
244,-3.2051,12.9347305,121,12.9347296,121,9.88337816e-06,12.9347298,121,8.50767317e-06
245,-2.7626,12.8538828,122,12.8538809,122,1.14441427e-05,12.8538813,122,8.53873219e-06
246,-2.3809,12.7847576,122,12.7847595,122,1.17322277e-05,12.7847595,122,1.11735483e-05
247,-4.2507,12.7661009,123,12.7661028,123,1.35292924e-05,12.7661028,123,1.34135386e-05
248,-9.1667,12.8097544,124,12.8097572,124,2.17716496e-05,12.8097568,124,1.87528892e-05
249,-8.6291,12.8547421,125,12.8547449,125,1.86093637e-05,12.8547447,125,1.66044647e-05
250,-10.22,12.8966475,126,12.8966484,126,1.01003293e-05,12.8966485,126,1.08403291e-05
251,-6.0409,12.9324684,127,12.9324703,127,1.31187677e-05,12.9324707,127,1.5748441e-05
252,-4.9142,12.986558,128,12.9865599,128,1.18715516e-05,12.9865602,128,1.45824908e-05
253,-1.1992,13.0426836,129,13.0426855,129,1.6657403e-05,13.042685,129,1.28562289e-05
254,-1.3782,13.1202517,760,13.1202507,760,5.02482852e-06,13.1202508,760,4.65129007e-06
255,-1.231,13.072916,761,13.072916,761,3.47380584e-06,13.072916,761,4.03570804e-06
256,1.2771,13.0486975,762,13.0486975,762,5.92280598e-07,13.0486977,762,1.18912009e-06
257,2.261,12.9569759,763,12.956975,763,3.96856509e-06,12.9569752,763,2.56933331e-06
258,4.6663,12.828454,764,12.828454,764,2.33237515e-06,12.8284541,764,3.05102109e-06
259,3.2713,12.6876774,765,12.6876783,765,5.63773379e-06,12.687678,765,2.92490121e-06
260,5.6277,12.5186253,766,12.5186253,766,9.69636915e-07,12.5186257,766,2.45298176e-06
261,4.6541,12.2994356,767,12.2994366,767,1.14599763e-05,12.2994364,767,9.98073619e-06
262,6.1359,12.1201925,768,12.1201944,768,1.35433885e-05,12.1201941,768,1.04709537e-05
263,-0.34736,11.9087534,769,11.9087534,769,3.23095013e-06,11.9087533,769,2.09317463e-06
264,-6.278,11.7904444,770,11.7904453,770,9.86905665e-06,11.7904454,770,1.01138473e-05
265,-5.6038,11.736762,771,11.7367649,771,2.32227008e-05,11.7367649,771,2.33346449e-05
266,-6.5811,11.6645975,772,11.6645985,772,1.11972426e-05,11.6645986,772,1.23511244e-05
267,-6.0651,11.6064854,773,11.6064863,773,4.71850428e-06,11.6064864,773,5.37120684e-06
